meaning,example,order,word,numbering
49_2,一生懸命勉強した結果、試験で良い成績を収めた。,1,49,49_2_1
50_1,地球には数多くの生命体が存在する。,1,50,50_1_1
50_1,このような作業には安全上の危険が存在する。,2,50,50_1_2
50_2,人間は社会的な存在である。,1,50,50_2_1
50_2,彼はこの分野で無視できない存在である。,2,50,50_2_2
51_1,韓国最初の女子大学,1,51,51_1_1
51_1,世界で最初に開発する,2,51,51_1_2
51_1,～したのは歴史上最初である。,3,51,51_1_3
51_2,最初は誰かと思った。,1,51,51_2_1
51_2,最初に出欠を確認する。,2,51,51_2_2
51_2,崇明島は最初は一つの砂州(砂洲)に過ぎなかった。,3,51,51_2_3
52_1,登山/実験の装備,1,52,52_1_1
52_1,古い/老朽化した装備,2,52,52_1_2
52_1,こういう仕事をする場所には特別な装備が必要だ。,3,52,52_1_3
52_1,船/飛行機に最新の武器を装備する,4,52,52_1_4
53_1,電力の消費,1,53,53_1_1
53_1,行き過ぎた消費の風潮,2,53,53_1_2
53_1,〜するのに 力/時間 を消費しすぎる,3,53,53_1_3
54_1,新しい制度を採用する,1,54,54_1_1
54_1,相手の会社は結局我々の案を採用した。 *採択,2,54,54_1_2
54_2,採用 試験/面接,1,54,54_2_1
54_2,人材/大卒者/経験者 を採用する,2,54,54_2_2
54_2,採用を 増やす/減らす *雇用,3,54,54_2_3
55_1,このりんごは全体が腐っている。,1,55,55_1_1
55_1,山全体が紅葉で赤く染まった。,2,55,55_1_2
55_1,クラス/学級 全体がこの仕事に動員された。,3,55,55_1_3
55_1,全員起立！,4,55,55_1_4
56_1,低空/偵察/夜間 飛行,1,56,56_1_1
56_1,目的地までの飛行時間を調べる,2,56,56_1_2
56_1,太平洋上空/宇宙空間 を飛行する,3,56,56_1_3
57_1,国際 結婚/電話/関係/情勢/問題/取引/貿易/会議/大会/試合,1,57,57_1_1
57_1,国際的,2,57,57_1_2
57_1,国際化,3,57,57_1_3
58_1,大/中小/国営/民間/海外企業,1,58,58_1_1
58_1,企業を 設立する/経営する/上場する/売り渡す/合併する,2,58,58_1_2
59_1,専門 分野/人材,1,59,59_1_1
59_1,この食堂は焼き肉専門だ。,2,59,59_1_2
59_1,彼は コンピュータ/統計/会計 専門だ。,3,59,59_1_3
59_1,ご専門は何ですか？,4,59,59_1_4
59_2,〔今回の会議はもっぱら経済問題を議論する。〕,1,59,59_2_1
59_3,〔私はわざわざ山東からあなたを訪ねて参りました。〕,1,59,59_3_1
60_1,部屋の中央にテーブルがある。,1,60,60_1_1
60_1,都市の中央に広場がある。,2,60,60_1_2
60_1,運動場の中央を突っ切る,3,60,60_1_3
60_2,中央 政府/官庁,1,60,60_2_1
60_2,中央から地方へと下りてきた 指針/命令/公文書,2,60,60_2_2
60_2,中央から地方に派遣された官吏,3,60,60_2_3
61_1,普通の感覚では理解できない。,1,61,61_1_1
61_1,～するのが普通である。,2,61,61_1_2
61_1,彼の実力は普通ではない。,3,61,61_1_3
61_2,彼は普通８時に出勤する。,1,61,61_2_1
61_2,ここの人たちは、普通夏にバカンスに行く。,2,61,61_2_2
62_1,経済 成長/発展/開発/計画/危機/活動/支援,1,62,62_1_1
62_1,国家/国民/地下/地域 経済,2,62,62_1_2
62_2,経済運転/利益率の高い作物,1,62,62_2_1
63_1,現代 社会/医学/潮流,1,63,63_1_1
63_1,古代から現代に至るまで,2,63,63_1_2
63_1,近代から現代までの風俗の変遷をたどる,3,63,63_1_3
64_1,父は戦場で戦死したが、当時私は10歳だった。,1,64,64_1_1
65_1,実際の状況,1,65,65_1_1
65_1,これが彼の実際の姿だ。,2,65,65_1_2
65_1,難民生活の実際を描く,3,65,65_1_3
65_2,空しい言葉を話す必要はない。実際の仕事をしなければならない。,1,65,65_2_1
65_3,その薬で実際に効果があった人はいない。,1,65,65_3_1
65_3,実際に驚いた。,2,65,65_3_2
65_4,〔こんな大胆なやり方は現実的ではない。〕,1,65,65_4_1
66_1,学生たちが教室で勉強している。,1,66,66_1_1
66_1,学生の身分にそぐわない行動,2,66,66_1_2
66_1,塾を開いて学生を募集する,3,66,66_1_3
67_1,銀行に口座を 開く/開設する,1,67,67_1_1
67_1,給料を全て銀行に貯金する,2,67,67_1_2
67_1,銀行に 貸出/融資 を申し込む,3,67,67_1_3
67_1,銀行で貸出を受ける,4,67,67_1_4
67_2,〔血液/骨髄 バンク〕,1,67,67_2_1
68_1,家族/修学/卒業/観光/団体/バックパック 旅行,1,68,68_1_1
68_1,休暇をとって外国へ旅行に出かける,2,68,68_1_2
68_1,彼は引退後世界を旅行してまわった。,3,68,68_1_3
69_1,６歳以下は無料だ。,1,69,69_1_1
69_1,19歳以下観覧不可,2,69,69_1_2
69_1,室温を18度以下に保つ,3,69,69_1_3
69_1,校長以下教職員一同,4,69,69_1_4
69_2,以下省略です。,1,69,69_2_1
69_2,詳細は 以下/次 の通りです。,2,69,69_2_2
70_1,機械の使用法を説明する,1,70,70_1_1
70_1,ここに説明が詳しくでている。,2,70,70_1_2
70_1,事情を説明する,3,70,70_1_3
70_2,〔このことは彼が卑劣で恥知らずな人間であることをよく物語っている。〕,1,70,70_2_1
71_1,感覚器官,1,71,71_1_1
71_1,寒さで手が凍りつき、指先の感覚がない。,2,71,71_1_2
71_2,彼は言語感覚の優れた作家である。,1,71,71_2_1
71_2,この作品で新世代の感覚を感じることができる。,2,71,71_2_2
71_3,〔私は試験がまあまあできたように思う。〕,1,71,71_3_1
72_1,経験が 豊富だ/浅い,1,72,72_1_1
72_1,私の経験に照らして見れば,2,72,72_1_2
72_1,自分の経験を話す,3,72,72_1_3
72_1,こんなことは初めての経験だ。,4,72,72_1_4
73_1,彼の活躍のおかげで我々のチームが勝った。,1,73,73_1_1
73_1,今後の活躍が期待される選手,2,73,73_1_2
73_1,彼はヨーロッパで歌手として活躍している。,3,73,73_1_3
73_2,〔歓迎パーティーの雰囲気がとても活気に満ちている。〕,1,73,73_2_1
73_2,〔彼は非常に腕がよく、一度に現場の雰囲気を活気で満たした。〕,2,73,73_2_2
74_1,彼は我が国を代表して国際会談に参席した。,1,74,74_1_1
74_1,卒業生を代表して演説をした。,2,74,74_1_2
74_1,地域の代表を選ぶ,3,74,74_1_3
74_1,各国の代表が集まり、エネルギー問題を協議する,4,74,74_1_4
74_1,アメリカを代表する詩人,5,74,74_1_5
74_2,〔バラは愛を象徴する。〕,1,74,74_2_1
75_1,交通と通信の発達,1,75,75_1_1
75_1,通信が 切れる/途絶する,2,75,75_1_2
75_1,家庭通信,3,75,75_1_3
75_1,有線/無線/パソコン/インターネット 通信,4,75,75_1_4
76_1,この傘の持ち主は誰ですか？,1,76,76_1_1
76_1,所有者/持ち主 のない 家/物件/土地,2,76,76_1_2
76_1,持ち主のつもりになる,3,76,76_1_3
76_1,国民こそが国の主人である。,4,76,76_1_4
76_2,食べ物が傷んでいて、食堂の 責任者/ オーナー に抗議した。,1,76,76_2_1
76_2,主人が客に食事をふるまう,2,76,76_2_2
76_3,ご主人は何をされているお方ですか？,1,76,76_3_1
76_3,ご主人様に宜しくお伝えください。,2,76,76_3_2
77_1,母は無事に帰った子供を見て安心した。,1,77,77_1_1
77_1,全て無事だというから安心だ。,2,77,77_1_2
77_1,全ての問題を処理しましたので、もうご安心ください。,3,77,77_1_3
77_1,安心するにはまだ早い。,4,77,77_1_4
78_1,関係者以外立ち入り禁止。,1,78,78_1_1
78_1,契約書に書かれた業務以外は請け負うことができない。,2,78,78_1_2
79_1,自分の 意思/意見/考え/感情を はっきりと表現する,1,79,79_1_1
79_1,この絵は春の 感じ/雰囲気 をよく表現している。,2,79,79_1_2
79_1,愛情表現,3,79,79_1_3
79_2,〔この人はいつも有能なふりばかりして、そして自分の功労を認めてもらおうとする。〕,1,79,79_2_1
80_1,意識を 失う/回復する,1,80,80_1_1
80_1,意識が ある/ない/戻る,2,80,80_1_2
80_2,市民/歴史/社会 意識を目覚めさせる,1,80,80_2_1
80_2,今回の事件をきっかけに、彼の社会に対する意識が大きく成長した。,2,80,80_2_2
80_3,彼はライバルを過度に意識しているようだ。,1,80,80_3_1
80_3,彼は夕日が沈むのを眺めていたが、時間がこうも遅くなってしまったことをようやく意識した。,2,80,80_3_2
81_1,非常 事態/時局/サイレン,1,81,81_1_1
81_1,非常事態となる,2,81,81_1_2
81_2,彼は絵を描くのに非常な才能を持つ。,1,81,81_2_1
81_2,彼は今度のことに非常な関心を見せた。,2,81,81_2_2
81_3,休日は利用者が非常に多い。,1,81,81_3_1
81_3,彼は非常に頭の回転がはやい。,2,81,81_3_2
82_1,遠足の日は野外活動のしやすい服装をして来てください。,1,82,82_1_1
82_1,年を取っても、盛んに活動するのが体に良い。,2,82,82_1_2
82_2,社会/地域/環境保護/就職 活動,1,82,82_2_1
82_2,休みの間、学生たちが参加するための多様な活動を計画している。,2,82,82_2_2
82_3,火山/地殻活動 が活発だ,1,82,82_3_1
82_4,〔この椅子は足がガタついている。〕,1,82,82_4_1
82_5,〔仮設住宅は災害後に大いに役立った。〕,1,82,82_5_1
83_1,彼は健康のために毎朝運動をする。,1,83,83_1_1
83_1,過度の運動はむしろ健康を害することもある。,2,83,83_1_2
83_1,今日は雨が降って運動は休みにした。,3,83,83_1_3
83_1,あなたはどんな運動が好きですか？,4,83,83_1_4
83_2,社会/労働/革命/環境/反核/学生 運動,1,83,83_2_1
83_2,多くの団体が政府の今回の措置に反対する運動を展開している。,2,83,83_2_2
83_3,自由落下/振り子 運動,1,83,83_3_1
83_3,素粒子/天体 の運動を観測する,2,83,83_3_2
84_1,昨日の事故が新聞に大きく報道された。,1,84,84_1_1
84_1,彼は毎朝、新聞を読む。,2,84,84_1_2
84_1,新聞 記者/記事/報道/発行/配達,3,84,84_1_3
84_1,朝刊/夕刊/日刊/インターネット 新聞,4,84,84_1_4
84_2,〔あなたは国外から帰ってきたわけだが、どんなニュースがあるか聞かせてほしい。〕,1,84,84_2_1
84_2,〔今日のニュースによれば、今年の経済状況は楽観的ではないそうだ。〕,2,84,84_2_2
85_1,彼がそのようにしたのには、それなりの理由がある。,1,85,85_1_1
85_1,一体どんな理由があってそのようにしたのだ？,2,85,85_1_2
85_1,彼は多忙を理由に会長職を辞任した。,3,85,85_1_3
85_1,理由のない 犯行/行動,4,85,85_1_4
86_1,監督としてサッカー選手たちを指導する,1,86,86_1_1
86_1,学生たちが正しい方向に向かうよう指導する,2,86,86_1_2
86_1,今後とも、多くの指導をお願いします。,3,86,86_1_3
86_1,進路/学生 指導,4,86,86_1_4
87_1,夢/計画/理想 を実現する,1,87,87_1_1
87_1,この計画を実現するには、お金がたくさんかかるだろう。,2,87,87_1_2
87_1,この計画は実現可能性が高い。,3,87,87_1_3
87_1,自己実現,4,87,87_1_4
88_1,結婚して家庭を築く,1,88,88_1_1
88_1,家庭 生活/百科/常備薬,2,88,88_1_2
88_1,彼は職場でも家庭でも誠実で温和な人だった。,3,88,88_1_3
88_1,幸せな/仲睦まじい 家庭,4,88,88_1_4
88_1,家庭内の 不和/葛藤,5,88,88_1_5
88_1,家庭の幸福こそが私が第一に追求するものである。,6,88,88_1_6
89_1,社会の変化,1,89,89_1_1
89_1,状況/世の中 の変化を追う,2,89,89_1_2
89_1,心境/態度 の変化,3,89,89_1_3
89_1,門戸開放以降、両国の関係が友好的に変化した。,4,89,89_1_4
89_1,このことをきっかけに顕著な変化が起こった。,5,89,89_1_5
90_1,地図を見て自分の位置を知る,1,90,90_1_1
90_1,その店は位置が悪くて商売がうまくいかない。,2,90,90_1_2
90_1,病院は駅の南側に位置している。,3,90,90_1_3
90_1,その建物は市内の中心街に位置している。,4,90,90_1_4
90_2,彼は会社で重要な位置を占めている。,1,90,90_2_1
90_2,会社内での 位置/地位 に満足している,2,90,90_2_2
90_2,彼は局長の 位置/地位 に座ってからさらに態度がでかくなった。,3,90,90_2_3
91_1,この市場には様々な種類の食べ物がある。,1,91,91_1_1
91_1,この製品のデザインには二種類がある。,2,91,91_1_2
91_1,茶葉には多くの種類がある。,3,91,91_1_3
92_1,金融市場の完全開放,1,92,92_1_1
92_1,行事の準備に完全を期する,2,92,92_1_2
